STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
       7364;2022040803;    3;   7.7;  64.0;eor
       7364;2022040804;    3;   7.4;  66.0;eor
       7364;2022040805;    3;   5.1;  85.0;eor
       7364;2022040806;    3;   5.4;  86.0;eor
       7364;2022040807;    3;   6.5;  77.0;eor
       7364;2022040808;    3;   4.5;  85.0;eor
       7364;2022040809;    3;   6.9;  70.0;eor
       7364;2022040810;    3;   8.9;  56.0;eor
       7364;2022040811;    3;   9.0;  47.0;eor
       7364;2022040812;    3;   9.5;  45.0;eor
       7364;2022040813;    3;   9.5;  45.0;eor
       7364;2022040814;    3;   9.2;  48.0;eor
       7364;2022040815;    3;   9.0;  51.0;eor
       7364;2022040816;    3;   8.7;  54.0;eor
       7364;2022040817;    3;   8.4;  55.0;eor
       7364;2022040818;    3;   7.8;  62.0;eor
       7364;2022040819;    3;   6.7;  69.0;eor
       7364;2022040820;    3;   5.9;  71.0;eor
       7364;2022040821;    3;   5.2;  76.0;eor
       7364;2022040822;    3;   4.5;  79.0;eor
       7364;2022040823;    3;   4.2;  81.0;eor
       7364;2022040900;    3;   4.0;  79.0;eor
       7364;2022040901;    3;   4.2;  78.0;eor
       7364;2022040902;    3;   3.5;  82.0;eor
       7364;2022040903;    3;   3.7;  81.0;eor
       7364;2022040904;    3;   4.2;  79.0;eor
       7364;2022040905;    3;   4.0;  80.0;eor
       7364;2022040906;    3;   4.2;  79.0;eor
       7364;2022040907;    3;   5.6;  73.0;eor
       7364;2022040908;    3;   5.6;  71.0;eor
       7364;2022040909;    3;   7.7;  58.0;eor
       7364;2022040910;    3;   9.0;  46.0;eor
       7364;2022040911;    3;   8.9;  49.0;eor
       7364;2022040912;    3;  10.0;  42.0;eor
       7364;2022040913;    3;   9.5;  47.0;eor
       7364;2022040914;    3;   8.9;  59.0;eor
       7364;2022040915;    3;   7.4;  73.0;eor
       7364;2022040916;    3;   7.6;  63.0;eor
       7364;2022040917;    3;   6.9;  67.0;eor
       7364;2022040918;    3;   5.7;  70.0;eor
       7364;2022040919;    3;   4.6;  77.0;eor
       7364;2022040920;    3;   4.3;  75.0;eor
       7364;2022040921;    3;   3.6;  76.0;eor
       7364;2022040922;    3;   3.4;  79.0;eor
       7364;2022040923;    3;   3.5;  77.0;eor
       7364;2022041000;    3;   3.3;  78.0;eor
       7364;2022041001;    3;   3.2;  77.0;eor
       7364;2022041002;    3;   2.8;  77.0;eor
       7364;2022041003;    3;   2.1;  80.0;eor
       7364;2022041004;    3;   3.2;  75.0;eor
       7364;2022041005;    3;   3.1;  73.0;eor
       7364;2022041006;    3;   3.2;  76.0;eor
       7364;2022041007;    3;   3.9;  72.0;eor
       7364;2022041008;    3;   4.9;  67.0;eor
       7364;2022041009;    3;   7.1;  61.0;eor
       7364;2022041010;    3;   7.0;  54.0;eor
       7364;2022041011;    3;   6.1;  64.0;eor
       7364;2022041012;    3;   8.0;  63.0;eor
       7364;2022041013;    3;   7.5;  63.0;eor
       7364;2022041014;    3;   8.3;  58.0;eor
       7364;2022041015;    3;   8.2;  53.0;eor
       7364;2022041016;    3;   6.4;  68.0;eor
       7364;2022041017;    3;   6.4;  66.0;eor
       7364;2022041018;    3;   5.6;  68.0;eor
       7364;2022041019;    3;   4.5;  69.0;eor
       7364;2022041020;    3;   3.0;  74.0;eor
       7364;2022041021;    3;   2.8;  76.0;eor
       7364;2022041022;    3;   2.7;  77.0;eor
       7364;2022041023;    3;   0.7;  86.0;eor
       7364;2022041100;    3;  -0.6;  92.0;eor
       7364;2022041101;    3;  -0.6;  92.0;eor
       7364;2022041102;    3;   0.2;  92.0;eor
       7364;2022041103;    3;  -0.3;  91.0;eor
       7364;2022041104;    3;  -1.0;  92.0;eor
       7364;2022041105;    3;  -0.9;  92.0;eor
       7364;2022041106;    3;   1.4;  82.0;eor
       7364;2022041107;    3;   4.5;  68.0;eor
       7364;2022041108;    3;   7.1;  62.0;eor
       7364;2022041109;    3;   8.8;  53.0;eor
       7364;2022041110;    3;   9.9;  43.0;eor
       7364;2022041111;    3;  10.9;  38.0;eor
       7364;2022041112;    3;  11.5;  41.0;eor
       7364;2022041113;    3;  12.2;  36.0;eor
       7364;2022041114;    3;  12.1;  35.0;eor
       7364;2022041115;    3;  13.0;  33.0;eor
       7364;2022041116;    3;  13.3;  34.0;eor
       7364;2022041117;    3;  12.2;  34.0;eor
       7364;2022041118;    3;  10.5;  41.0;eor
       7364;2022041119;    3;   7.0;  54.0;eor
       7364;2022041120;    3;   5.1;  62.0;eor
       7364;2022041121;    3;   3.8;  69.0;eor
       7364;2022041122;    3;   3.0;  74.0;eor
       7364;2022041123;    3;   2.4;  76.0;eor
       7364;2022041200;    3;   1.5;  81.0;eor
       7364;2022041201;    3;   0.9;  84.0;eor
       7364;2022041202;    3;   0.5;  87.0;eor
       7364;2022041203;    3;   0.0;  89.0;eor
       7364;2022041204;    3;  -0.1;  83.0;eor
       7364;2022041205;    3;   0.9;  82.0;eor
       7364;2022041206;    3;   5.3;  63.0;eor
       7364;2022041207;    3;   7.7;  56.0;eor
       7364;2022041208;    3;   9.7;  52.0;eor
       7364;2022041209;    3;  11.9;  44.0;eor
       7364;2022041210;    3;  14.2;  39.0;eor
       7364;2022041211;    3;  15.9;  34.0;eor
       7364;2022041212;    3;  16.4;  32.0;eor
       7364;2022041213;    3;  18.1;  31.0;eor
       7364;2022041214;    3;  18.4;  29.0;eor
       7364;2022041215;    3;  18.6;  27.0;eor
       7364;2022041216;    3;  18.1;  29.0;eor
       7364;2022041217;    3;  16.9;  31.0;eor
       7364;2022041218;    3;  15.3;  33.0;eor
       7364;2022041219;    3;  13.5;  37.0;eor
       7364;2022041220;    3;  13.1;  41.0;eor
       7364;2022041221;    3;  12.1;  44.0;eor
       7364;2022041222;    3;  11.7;  45.0;eor
       7364;2022041223;    3;  10.9;  48.0;eor
       7364;2022041300;    3;  10.1;  50.0;eor
       7364;2022041301;    3;   9.0;  55.0;eor
       7364;2022041302;    3;   8.0;  59.0;eor
       7364;2022041303;    3;   6.4;  66.0;eor
       7364;2022041304;    3;   4.8;  75.0;eor
       7364;2022041305;    3;   5.7;  71.0;eor
       7364;2022041306;    3;   8.4;  60.0;eor
       7364;2022041307;    3;  11.2;  53.0;eor
       7364;2022041308;    3;  13.0;  51.0;eor
       7364;2022041309;    3;  15.1;  50.0;eor
       7364;2022041310;    3;  16.9;  42.0;eor
       7364;2022041311;    3;  18.9;  38.0;eor
       7364;2022041312;    3;  19.5;  36.0;eor
       7364;2022041313;    3;  20.5;  38.0;eor
       7364;2022041314;    3;  21.1;  37.0;eor
       7364;2022041315;    3;  21.3;  36.0;eor
       7364;2022041316;    3;  21.1;  32.0;eor
       7364;2022041317;    3;  20.2;  34.0;eor
       7364;2022041318;    3;  16.9;  47.0;eor
       7364;2022041319;    3;  14.0;  59.0;eor
       7364;2022041320;    3;  12.4;  66.0;eor
       7364;2022041321;    3;  11.3;  71.0;eor
       7364;2022041322;    3;   9.7;  77.0;eor
       7364;2022041323;    3;   8.6;  82.0;eor
       7364;2022041400;    3;   8.1;  85.0;eor
       7364;2022041401;    3;   7.3;  87.0;eor
       7364;2022041402;    3;   7.0;  88.0;eor
       7364;2022041403;    3;   8.2;  85.0;eor
       7364;2022041404;    3;   7.2;  87.0;eor
       7364;2022041405;    3;   9.2;  88.0;eor
       7364;2022041406;    3;  10.5;  85.0;eor
       7364;2022041407;    3;  12.8;  77.0;eor
       7364;2022041408;    3;  14.9;  69.0;eor
       7364;2022041409;    3;  16.3;  66.0;eor
       7364;2022041410;    3;  16.5;  66.0;eor
       7364;2022041411;    3;  16.6;  65.0;eor
       7364;2022041412;    3;  15.1;  73.0;eor
       7364;2022041413;    3;  13.7;  78.0;eor
       7364;2022041414;    3;  12.7;  89.0;eor
       7364;2022041415;    3;  12.7;  89.0;eor
       7364;2022041416;    3;  13.1;  85.0;eor
       7364;2022041417;    3;  13.8;  80.0;eor
       7364;2022041418;    3;  12.2;  89.0;eor
       7364;2022041419;    3;  11.7;  93.0;eor
       7364;2022041420;    3;  11.8;  96.0;eor
       7364;2022041421;    3;  11.2;  96.0;eor
       7364;2022041422;    3;  11.0;  96.0;eor
       7364;2022041423;    3;  10.6;  98.0;eor
       7364;2022041500;    3;  10.1;  96.0;eor
       7364;2022041501;    3;   9.0;  97.0;eor
       7364;2022041502;    3;   9.2;  95.0;eor
       7364;2022041503;    3;   8.7;  94.0;eor
       7364;2022041504;    3;   8.7;  91.0;eor
       7364;2022041505;    3;   7.6;  90.0;eor
       7364;2022041506;    3;   7.7;  86.0;eor
       7364;2022041507;    3;   7.8;  86.0;eor
       7364;2022041508;    3;   7.8;  90.0;eor
       7364;2022041509;    3;   8.7;  84.0;eor
       7364;2022041510;    3;   9.5;  79.0;eor
       7364;2022041511;    3;   9.3;  79.0;eor
       7364;2022041512;    3;   9.7;  82.0;eor
       7364;2022041513;    3;   9.8;  81.0;eor
       7364;2022041514;    3;  10.4;  76.0;eor
       7364;2022041515;    3;  10.0;  79.0;eor
       7364;2022041516;    3;   9.3;  84.0;eor
       7364;2022041517;    3;   8.8;  88.0;eor
       7364;2022041518;    3;   8.7;  83.0;eor
       7364;2022041519;    3;   7.8;  84.0;eor
       7364;2022041520;    3;   7.5;  83.0;eor
       7364;2022041521;    3;   6.9;  83.0;eor
       7364;2022041522;    3;   6.3;  84.0;eor
       7364;2022041523;    3;   5.9;  79.0;eor
       7364;2022041600;    3;   5.8;  78.0;eor
       7364;2022041601;    3;   5.1;  76.0;eor
       7364;2022041602;    3;   3.5;  81.0;eor
       7364;2022041603;    3;   2.2;  85.0;eor
       7364;2022041604;    3;   2.2;  84.0;eor
       7364;2022041605;    3;   2.7;  79.0;eor
       7364;2022041606;    3;   3.1;  74.0;eor
       7364;2022041607;    3;   4.0;  70.0;eor
       7364;2022041608;    3;   4.7;  66.0;eor
       7364;2022041609;    3;   6.9;  59.0;eor
       7364;2022041610;    3;   7.7;  52.0;eor
       7364;2022041611;    3;   8.5;  52.0;eor
       7364;2022041612;    3;  10.5;  45.0;eor
       7364;2022041613;    3;  11.4;  44.0;eor
       7364;2022041614;    3;  12.1;  37.0;eor
       7364;2022041615;    3;  12.5;  37.0;eor
       7364;2022041616;    3;  12.3;  37.0;eor
       7364;2022041617;    3;  11.8;  38.0;eor
       7364;2022041618;    3;  10.8;  41.0;eor
       7364;2022041619;    3;   7.8;  52.0;eor
       7364;2022041620;    3;   6.2;  58.0;eor
       7364;2022041621;    3;   4.3;  74.0;eor
       7364;2022041622;    3;   3.8;  68.0;eor
       7364;2022041623;    3;   2.2;  77.0;eor
       7364;2022041700;    3;   0.8;  84.0;eor
       7364;2022041701;    3;  -0.3;  88.0;eor
       7364;2022041702;    3;  -0.6;  90.0;eor
       7364;2022041703;    3;  -1.3;  91.0;eor
       7364;2022041704;    3;  -2.1;  92.0;eor
       7364;2022041705;    3;  -2.0;  92.0;eor
       7364;2022041706;    3;   1.0;  79.0;eor
       7364;2022041707;    3;   5.1;  54.0;eor
       7364;2022041708;    3;   7.2;  47.0;eor
       7364;2022041709;    3;   8.5;  48.0;eor
       7364;2022041710;    3;   9.7;  45.0;eor
       7364;2022041711;    3;  11.7;  42.0;eor
       7364;2022041712;    3;  13.2;  40.0;eor
       7364;2022041713;    3;  13.6;  38.0;eor
       7364;2022041714;    3;  13.9;  37.0;eor
       7364;2022041715;    3;  14.5;  37.0;eor
       7364;2022041716;    3;  14.3;  33.0;eor
       7364;2022041717;    3;  13.6;  36.0;eor
       7364;2022041718;    3;  12.0;  43.0;eor
       7364;2022041719;    3;   7.9;  55.0;eor
       7364;2022041720;    3;   5.8;  72.0;eor
       7364;2022041721;    3;   4.4;  74.0;eor
       7364;2022041722;    3;   3.6;  77.0;eor
       7364;2022041723;    3;   2.4;  87.0;eor
       7364;2022041800;    3;   1.6;  89.0;eor
       7364;2022041801;    3;   1.1;  90.0;eor
       7364;2022041802;    3;   0.6;  94.0;eor
       7364;2022041803;    3;  -0.1;  94.0;eor
       7364;2022041804;    3;  -0.3;  95.0;eor
       7364;2022041805;    3;  -0.2;  94.0;eor
       7364;2022041806;    3;   3.6;  78.0;eor
       7364;2022041807;    3;   6.8;  64.0;eor
       7364;2022041808;    3;   9.8;  58.0;eor
       7364;2022041809;    3;  11.0;  39.0;eor
       7364;2022041810;    3;  12.9;  42.0;eor
       7364;2022041811;    3;  12.9;  37.0;eor
       7364;2022041812;    3;  14.4;  38.0;eor
       7364;2022041813;    3;  14.7;  33.0;eor
       7364;2022041814;    3;  15.0;  36.0;eor
       7364;2022041815;    3;  15.6;  35.0;eor
       7364;2022041816;    3;  15.5;  35.0;eor
       7364;2022041817;    3;  14.8;  37.0;eor
       7364;2022041818;    3;  13.5;  42.0;eor
       7364;2022041819;    3;  11.1;  50.0;eor
       7364;2022041820;    3;   8.9;  58.0;eor
       7364;2022041821;    3;   6.9;  74.0;eor
       7364;2022041822;    3;   5.9;  77.0;eor
       7364;2022041823;    3;   5.5;  75.0;eor
       7364;2022041900;    3;   4.5;  77.0;eor
       7364;2022041901;    3;   3.5;  80.0;eor
       7364;2022041902;    3;   3.4;  82.0;eor
       7364;2022041903;    3;   3.5;  77.0;eor
       7364;2022041904;    3;   4.1;  69.0;eor
       7364;2022041905;    3;   3.7;  71.0;eor
       7364;2022041906;    3;   5.2;  64.0;eor
       7364;2022041907;    3;   7.0;  59.0;eor
       7364;2022041908;    3;   8.5;  54.0;eor
       7364;2022041909;    3;  10.2;  47.0;eor
       7364;2022041910;    3;  11.4;  44.0;eor
       7364;2022041911;    3;  12.6;  39.0;eor
       7364;2022041912;    3;  13.4;  35.0;eor
       7364;2022041913;    3;  13.7;  36.0;eor
       7364;2022041914;    3;  13.8;  35.0;eor
       7364;2022041915;    3;  13.7;  37.0;eor
       7364;2022041916;    3;  12.9;  37.0;eor
       7364;2022041917;    3;  12.5;  43.0;eor
       7364;2022041918;    3;  11.2;  47.0;eor
       7364;2022041919;    3;   7.6;  60.0;eor
       7364;2022041920;    3;   5.5;  73.0;eor
       7364;2022041921;    3;   4.2;  81.0;eor
       7364;2022041922;    3;   3.4;  87.0;eor
       7364;2022041923;    3;   2.4;  86.0;eor
       7364;2022042000;    3;   1.5;  89.0;eor
       7364;2022042001;    3;   1.1;  87.0;eor
       7364;2022042002;    3;   0.6;  93.0;eor
       7364;2022042003;    3;   0.0;  93.0;eor
       7364;2022042004;    3;   0.2;  92.0;eor
       7364;2022042005;    3;   1.1;  93.0;eor
       7364;2022042006;    3;   3.0;  85.0;eor
       7364;2022042007;    3;   4.6;  81.0;eor
       7364;2022042008;    3;   5.9;  79.0;eor
       7364;2022042009;    3;   7.8;  74.0;eor
       7364;2022042010;    3;  10.4;  63.0;eor
       7364;2022042011;    3;  10.9;  59.0;eor
       7364;2022042012;    3;  11.1;  59.0;eor
       7364;2022042013;    3;  11.3;  56.0;eor
       7364;2022042014;    3;  11.2;  57.0;eor
       7364;2022042015;    3;  11.7;  59.0;eor
       7364;2022042016;    3;  11.3;  63.0;eor
       7364;2022042017;    3;  11.4;  58.0;eor
       7364;2022042018;    3;  10.6;  59.0;eor
       7364;2022042019;    3;   9.1;  67.0;eor
       7364;2022042020;    3;   9.3;  66.0;eor
       7364;2022042021;    3;  10.1;  62.0;eor
       7364;2022042022;    3;   9.7;  63.0;eor
       7364;2022042023;    3;   9.4;  62.0;eor
       7364;2022042100;    3;   8.9;  65.0;eor
       7364;2022042101;    3;   8.7;  63.0;eor
       7364;2022042102;    3;   8.3;  66.0;eor
       7364;2022042103;    3;   7.9;  69.0;eor
       7364;2022042104;    3;   7.7;  71.0;eor
       7364;2022042105;    3;   7.6;  73.0;eor
       7364;2022042106;    3;   7.7;  72.0;eor
       7364;2022042107;    3;   7.3;  79.0;eor
       7364;2022042108;    3;   8.1;  78.0;eor
       7364;2022042109;    3;   9.5;  75.0;eor
       7364;2022042110;    3;  10.2;  75.0;eor
       7364;2022042111;    3;  10.0;  77.0;eor
       7364;2022042112;    3;  10.0;  79.0;eor
       7364;2022042113;    3;  10.1;  79.0;eor
       7364;2022042114;    3;  10.1;  79.0;eor
       7364;2022042115;    3;  10.2;  78.0;eor
       7364;2022042116;    3;  10.3;  78.0;eor
       7364;2022042117;    3;  10.5;  80.0;eor
       7364;2022042118;    3;  10.5;  79.0;eor
       7364;2022042119;    3;   9.8;  85.0;eor
       7364;2022042120;    3;   9.4;  92.0;eor
       7364;2022042121;    3;   9.1;  94.0;eor
       7364;2022042122;    3;   9.0;  94.0;eor
       7364;2022042123;    3;   8.9;  94.0;eor
       7364;2022042200;    3;   8.7;  94.0;eor
       7364;2022042201;    3;   8.6;  95.0;eor
       7364;2022042202;    3;   8.5;  96.0;eor
       7364;2022042203;    3;   8.4;  96.0;eor
       7364;2022042204;    3;   8.4;  94.0;eor
       7364;2022042205;    3;   8.5;  95.0;eor
       7364;2022042206;    3;   8.7;  94.0;eor
       7364;2022042207;    3;   8.8;  93.0;eor
       7364;2022042208;    3;   9.1;  92.0;eor
       7364;2022042209;    3;   9.3;  91.0;eor
       7364;2022042210;    3;   9.1;  92.0;eor
       7364;2022042211;    3;  10.0;  87.0;eor
       7364;2022042212;    3;  11.8;  81.0;eor
       7364;2022042213;    3;  13.2;  69.0;eor
       7364;2022042214;    3;  13.8;  69.0;eor
       7364;2022042215;    3;  14.1;  65.0;eor
       7364;2022042216;    3;  13.5;  68.0;eor
       7364;2022042217;    3;  13.4;  68.0;eor
       7364;2022042218;    3;  12.5;  70.0;eor
       7364;2022042219;    3;  11.9;  71.0;eor
       7364;2022042220;    3;  11.2;  72.0;eor
       7364;2022042221;    3;  10.8;  71.0;eor
       7364;2022042222;    3;  10.4;  70.0;eor
       7364;2022042223;    3;  10.3;  70.0;eor
       7364;2022042300;    3;   9.8;  69.0;eor
       7364;2022042301;    3;   8.1;  75.0;eor
       7364;2022042302;    3;   7.2;  78.0;eor
       7364;2022042303;    3;   6.4;  82.0;eor
       7364;2022042304;    3;   5.4;  86.0;eor
       7364;2022042305;    3;   5.3;  86.0;eor
       7364;2022042306;    3;   7.2;  76.0;eor
       7364;2022042307;    3;   9.7;  62.0;eor
       7364;2022042308;    3;  11.3;  49.0;eor
       7364;2022042309;    3;  12.2;  50.0;eor
       7364;2022042310;    3;  13.8;  46.0;eor
       7364;2022042311;    3;  15.0;  44.0;eor
       7364;2022042312;    3;  15.6;  42.0;eor
       7364;2022042313;    3;  16.4;  40.0;eor
       7364;2022042314;    3;  16.3;  39.0;eor
       7364;2022042315;    3;  16.8;  39.0;eor
       7364;2022042316;    3;  16.8;  38.0;eor
       7364;2022042317;    3;  15.9;  40.0;eor
       7364;2022042318;    3;  14.7;  44.0;eor
       7364;2022042319;    3;  13.1;  48.0;eor
       7364;2022042320;    3;  12.0;  51.0;eor
       7364;2022042321;    3;  10.7;  57.0;eor
       7364;2022042322;    3;   9.8;  60.0;eor
       7364;2022042323;    3;   8.6;  66.0;eor
       7364;2022042400;    3;   8.7;  66.0;eor
       7364;2022042401;    3;   8.3;  69.0;eor
       7364;2022042402;    3;   7.8;  70.0;eor
       7364;2022042403;    3;   7.1;  73.0;eor
       7364;2022042404;    3;   6.6;  75.0;eor
       7364;2022042405;    3;   6.6;  75.0;eor
       7364;2022042406;    3;   7.6;  71.0;eor
       7364;2022042407;    3;  10.0;  63.0;eor
       7364;2022042408;    3;  12.7;  56.0;eor
       7364;2022042409;    3;  14.7;  49.0;eor
       7364;2022042410;    3;  15.0;  46.0;eor
       7364;2022042411;    3;  15.5;  42.0;eor
       7364;2022042412;    3;  15.7;  41.0;eor
       7364;2022042413;    3;  16.2;  39.0;eor
       7364;2022042414;    3;  15.8;  38.0;eor
       7364;2022042415;    3;  15.4;  41.0;eor
       7364;2022042416;    3;  13.3;  59.0;eor
       7364;2022042417;    3;  13.1;  59.0;eor
       7364;2022042418;    3;  12.0;  69.0;eor
       7364;2022042419;    3;  10.8;  79.0;eor
       7364;2022042420;    3;  10.2;  78.0;eor
       7364;2022042421;    3;   9.1;  90.0;eor
       7364;2022042422;    3;   9.0;  91.0;eor
       7364;2022042423;    3;   9.0;  91.0;eor
       7364;2022042500;    3;   9.0;  90.0;eor
       7364;2022042501;    3;   8.1;  93.0;eor
       7364;2022042502;    3;   7.5;  92.0;eor
       7364;2022042503;    3;   6.9;  90.0;eor
       7364;2022042504;    3;   6.6;  90.0;eor
       7364;2022042505;    3;   6.6;  91.0;eor
       7364;2022042506;    3;   7.0;  88.0;eor
       7364;2022042507;    3;   7.2;  84.0;eor
       7364;2022042508;    3;   7.8;  82.0;eor
       7364;2022042509;    3;   8.5;  78.0;eor
       7364;2022042510;    3;   9.0;  77.0;eor
       7364;2022042511;    3;  10.0;  72.0;eor
       7364;2022042512;    3;  12.3;  63.0;eor
       7364;2022042513;    3;  13.6;  64.0;eor
       7364;2022042514;    3;  13.9;  57.0;eor
       7364;2022042515;    3;  14.7;  56.0;eor
       7364;2022042516;    3;  10.1;  78.0;eor
       7364;2022042517;    3;  12.0;  70.0;eor
       7364;2022042518;    3;  12.8;  60.0;eor
       7364;2022042519;    3;  11.2;  66.0;eor
       7364;2022042520;    3;   9.6;  75.0;eor
       7364;2022042521;    3;   7.4;  93.0;eor
       7364;2022042522;    3;   6.5;  95.0;eor
       7364;2022042523;    3;   4.9;  96.0;eor
       7364;2022042600;    3;   4.1;  97.0;eor
       7364;2022042601;    3;   3.8;  96.0;eor
       7364;2022042602;    3;   3.0;  97.0;eor
       7364;2022042603;    3;   2.6;  97.0;eor
       7364;2022042604;    3;   1.6;  97.0;eor
       7364;2022042605;    3;   2.7;  97.0;eor
       7364;2022042606;    3;   5.0;  94.0;eor
       7364;2022042607;    3;   8.8;  79.0;eor
       7364;2022042608;    3;  12.4;  66.0;eor
       7364;2022042609;    3;  12.9;  58.0;eor
       7364;2022042610;    3;  14.6;  51.0;eor
       7364;2022042611;    3;  14.6;  49.0;eor
       7364;2022042612;    3;  16.6;  45.0;eor
       7364;2022042613;    3;  15.8;  42.0;eor
       7364;2022042614;    3;  15.4;  41.0;eor
       7364;2022042615;    3;  15.9;  34.0;eor
       7364;2022042616;    3;  17.0;  34.0;eor
       7364;2022042617;    3;  15.0;  42.0;eor
       7364;2022042618;    3;  13.9;  46.0;eor
       7364;2022042619;    3;  10.1;  66.0;eor
       7364;2022042620;    3;   7.5;  80.0;eor
       7364;2022042621;    3;   8.0;  79.0;eor
       7364;2022042622;    3;   7.1;  80.0;eor
       7364;2022042623;    3;   6.5;  85.0;eor
       7364;2022042700;    3;   5.6;  91.0;eor
       7364;2022042701;    3;   5.2;  91.0;eor
       7364;2022042702;    3;   5.6;  89.0;eor
       7364;2022042703;    3;   6.9;  81.0;eor
       7364;2022042704;    3;   5.8;  86.0;eor
       7364;2022042705;    3;   6.8;  78.0;eor
       7364;2022042706;    3;   8.0;  74.0;eor
       7364;2022042707;    3;   9.3;  69.0;eor
       7364;2022042708;    3;  12.0;  57.0;eor
       7364;2022042709;    3;  14.0;  50.0;eor
       7364;2022042710;    3;  15.5;  47.0;eor
       7364;2022042711;    3;  17.2;  44.0;eor
       7364;2022042712;    3;  15.9;  44.0;eor
       7364;2022042713;    3;  16.1;  40.0;eor
       7364;2022042714;    3;  17.0;  39.0;eor
       7364;2022042715;    3;  16.6;  37.0;eor
       7364;2022042716;    3;  17.0;  35.0;eor
       7364;2022042717;    3;  16.0;  41.0;eor
       7364;2022042718;    3;  15.2;  44.0;eor
       7364;2022042719;    3;  10.8;  61.0;eor
       7364;2022042720;    3;   8.9;  75.0;eor
       7364;2022042721;    3;   7.3;  83.0;eor
       7364;2022042722;    3;   6.0;  86.0;eor
       7364;2022042723;    3;   5.3;  90.0;eor
       7364;2022042800;    3;   4.9;  91.0;eor
       7364;2022042801;    3;   3.7;  95.0;eor
       7364;2022042802;    3;   3.5;  95.0;eor
       7364;2022042803;    3;   5.0;  87.0;eor
       7364;2022042804;    3;   4.6;  87.0;eor
       7364;2022042805;    3;   5.5;  86.0;eor
       7364;2022042806;    3;   7.1;  79.0;eor
       7364;2022042807;    3;   9.3;  70.0;eor
       7364;2022042808;    3;  11.7;  63.0;eor
       7364;2022042809;    3;  13.7;  52.0;eor
       7364;2022042810;    3;  15.2;  44.0;eor
       7364;2022042811;    3;  16.0;  44.0;eor
       7364;2022042812;    3;  16.8;  49.0;eor
       7364;2022042813;    3;  17.6;  45.0;eor
       7364;2022042814;    3;  16.8;  43.0;eor
       7364;2022042815;    3;  17.3;  44.0;eor
       7364;2022042816;    3;  16.9;  43.0;eor
       7364;2022042817;    3;  16.3;  46.0;eor
       7364;2022042818;    3;  15.1;  48.0;eor
       7364;2022042819;    3;  11.5;  60.0;eor
       7364;2022042820;    3;   8.9;  77.0;eor
       7364;2022042821;    3;   7.4;  83.0;eor
       7364;2022042822;    3;   6.1;  88.0;eor
       7364;2022042823;    3;   5.2;  93.0;eor
       7364;2022042900;    3;   4.3;  95.0;eor
       7364;2022042901;    3;   3.7;  96.0;eor
       7364;2022042902;    3;   3.1;  97.0;eor
       7364;2022042903;    3;   3.1;  94.0;eor
       7364;2022042904;    3;   2.3;  96.0;eor
       7364;2022042905;    3;   3.9;  96.0;eor
       7364;2022042906;    3;   6.3;  83.0;eor
       7364;2022042907;    3;   8.6;  76.0;eor
       7364;2022042908;    3;  11.6;  63.0;eor
       7364;2022042909;    3;  14.3;  53.0;eor
       7364;2022042910;    3;  15.6;  47.0;eor
       7364;2022042911;    3;  16.7;  40.0;eor
       7364;2022042912;    3;  17.3;  40.0;eor
       7364;2022042913;    3;  17.8;  40.0;eor
       7364;2022042914;    3;  18.2;  33.0;eor
       7364;2022042915;    3;  17.6;  37.0;eor
       7364;2022042916;    3;  18.1;  38.0;eor
       7364;2022042917;    3;  17.3;  39.0;eor
       7364;2022042918;    3;  15.4;  45.0;eor
       7364;2022042919;    3;  11.9;  62.0;eor
       7364;2022042920;    3;  10.1;  74.0;eor
       7364;2022042921;    3;   9.2;  76.0;eor
       7364;2022042922;    3;   8.1;  80.0;eor
       7364;2022042923;    3;   7.6;  85.0;eor
       7364;2022043000;    3;   7.3;  87.0;eor
       7364;2022043001;    3;   7.6;  81.0;eor
       7364;2022043002;    3;   7.4;  83.0;eor
       7364;2022043003;    3;   7.1;  86.0;eor
       7364;2022043004;    3;   6.7;  88.0;eor
       7364;2022043005;    3;   6.8;  87.0;eor
       7364;2022043006;    3;   7.5;  81.0;eor
       7364;2022043007;    3;   9.1;  71.0;eor
       7364;2022043008;    3;  10.5;  66.0;eor
       7364;2022043009;    3;  11.9;  62.0;eor
       7364;2022043010;    3;  13.6;  57.0;eor
       7364;2022043011;    3;  15.5;  52.0;eor
       7364;2022043012;    3;  17.1;  47.0;eor
       7364;2022043013;    3;  18.3;  41.0;eor
       7364;2022043014;    3;  18.7;  38.0;eor
       7364;2022043015;    3;  17.7;  39.0;eor
       7364;2022043016;    3;  18.4;  41.0;eor
       7364;2022043017;    3;  17.8;  40.0;eor
       7364;2022043018;    3;  16.6;  47.0;eor
       7364;2022043019;    3;  15.0;  54.0;eor
       7364;2022043020;    3;  12.6;  64.0;eor
       7364;2022043021;    3;  10.7;  71.0;eor
       7364;2022043022;    3;  10.0;  74.0;eor
       7364;2022043023;    3;   8.9;  77.0;eor
       7364;2022050100;    3;   8.1;  80.0;eor
       7364;2022050101;    3;   7.2;  84.0;eor
       7364;2022050102;    3;   7.3;  80.0;eor
       7364;2022050103;    3;   8.0;  77.0;eor
       7364;2022050104;    3;   8.2;  76.0;eor
       7364;2022050105;    3;   8.4;  74.0;eor
       7364;2022050106;    3;   9.5;  71.0;eor
       7364;2022050107;    3;  10.9;  65.0;eor
